3,1,765.63,457.17,49.71,129.18,1,-1,-1,-1
3,2,995.85,459.00,72.30,186.00,1,-1,-1,-1
3,3,714.50,458.00,51.00,129.00,1,-1,-1,-1
3,4,1216.16,460.00,62.69,166.00,1,-1,-1,-1
3,7,461.00,457.00,52.00,125.00,1,-1,-1,-1
3,8,617.25,504.00,24.50,52.00,1,-1,-1,-1
3,9,1282.50,465.00,57.00,160.00,1,-1,-1,-1
3,10,903.88,491.00,47.25,95.00,1,-1,-1,-1
3,11,282.71,465.00,22.58,55.00,1,-1,-1,-1
3,12,1747.30,559.00,109.42,142.97,1,-1,-1,-1
3,13,650.10,496.00,22.79,55.00,1,-1,-1,-1
3,14,585.39,488.00,25.23,54.00,1,-1,-1,-1
3,15,600.02,487.00,23.96,52.00,1,-1,-1,-1
3,17,1262.34,466.65,58.32,154.88,1,-1,-1,-1
3,18,161.15,483.01,36.69,96.00,1,-1,-1,-1
4,1,766.23,458.27,49.41,128.40,1,-1,-1,-1
4,2,998.95,460.00,72.10,185.00,1,-1,-1,-1
4,3,716.00,458.00,50.00,129.00,1,-1,-1,-1
4,4,1216.16,460.00,62.69,166.00,1,-1,-1,-1
4,7,460.60,456.00,52.79,124.00,1,-1,-1,-1
4,8,617.85,503.65,24.01,52.00,1,-1,-1,-1
4,9,1282.68,466.00,56.64,158.00,1,-1,-1,-1
4,10,904.63,493.00,44.75,91.00,1,-1,-1,-1
4,11,283.71,465.00,22.58,55.00,1,-1,-1,-1
4,12,1751.23,558.00,108.53,141.98,1,-1,-1,-1
4,13,652.10,496.00,22.79,55.00,1,-1,-1,-1
4,14,585.64,487.00,25.73,54.00,1,-1,-1,-1
4,15,599.15,487.00,24.69,53.00,1,-1,-1,-1
4,17,1262.34,466.65,58.32,154.88,1,-1,-1,-1
4,18,161.16,485.68,36.01,95.00,1,-1,-1,-1
4,19,766.50,459.00,51.00,128.00,1,-1,-1,-1
4,20,1216.94,459.00,63.12,167.00,1,-1,-1,-1
4,22,223.50,460.24,30.65,73.51,1,-1,-1,-1
4,23,670.18,467.00,28.65,80.00,1,-1,-1,-1
4,25,161.13,484.99,36.74,95.01,1,-1,-1,-1
4,27,952.91,433.01,34.19,92.00,1,-1,-1,-1
5,1,766.23,458.27,49.41,128.40,1,-1,-1,-1
5,2,1007.10,451.00,70.80,196.00,1,-1,-1,-1
5,3,714.65,459.00,51.69,130.00,1,-1,-1,-1
5,7,462.00,459.00,52.00,125.00,1,-1,-1,-1
5,8,617.27,503.00,25.46,54.00,1,-1,-1,-1
5,9,1282.75,465.00,57.50,160.00,1,-1,-1,-1
5,10,905.75,491.00,46.50,94.00,1,-1,-1,-1
5,11,282.61,464.00,22.79,56.00,1,-1,-1,-1
5,12,1749.27,541.09,112.44,159.89,1,-1,-1,-1
5,13,651.10,495.00,22.79,55.00,1,-1,-1,-1
5,14,584.77,487.00,26.45,55.00,1,-1,-1,-1
5,15,599.17,485.00,25.65,55.00,1,-1,-1,-1
5,18,161.16,485.68,36.01,95.00,1,-1,-1,-1
5,19,771.94,462.00,51.11,126.00,1,-1,-1,-1
5,20,1215.34,459.00,64.31,168.00,1,-1,-1,-1
5,22,223.50,460.24,30.65,73.51,1,-1,-1,-1
5,23,670.26,467.00,28.47,79.00,1,-1,-1,-1
5,25,161.04,483.99,36.93,96.01,1,-1,-1,-1
5,27,955.03,434.00,32.94,88.01,1,-1,-1,-1
6,2,1010.05,460.00,69.90,184.00,1,-1,-1,-1
6,3,720.06,456.00,50.89,131.00,1,-1,-1,-1
6,7,461.52,457.00,55.96,132.00,1,-1,-1,-1
6,8,617.27,503.00,25.46,54.00,1,-1,-1,-1
6,9,1284.23,462.00,55.54,163.00,1,-1,-1,-1
6,10,904.63,490.00,46.75,95.00,1,-1,-1,-1
6,11,283.82,465.00,22.37,54.00,1,-1,-1,-1
6,12,1749.27,541.09,112.44,159.89,1,-1,-1,-1
6,13,652.21,496.00,22.59,54.00,1,-1,-1,-1
6,14,584.64,488.00,25.73,54.00,1,-1,-1,-1
6,15,600.15,487.00,24.69,53.00,1,-1,-1,-1
6,19,771.15,461.00,54.70,129.00,1,-1,-1,-1
