3,1,1674.50,385.22,192.05,362.73,1,-1,-1,-1
3,2,1254.99,536.00,61.01,125.00,1,-1,-1,-1
3,3,1292.82,466.00,73.36,189.00,1,-1,-1,-1
3,4,258.75,454.00,97.50,250.00,1,-1,-1,-1
3,5,4.59,298.02,148.81,577.98,1,-1,-1,-1
4,1,1666.70,388.16,190.96,346.04,1,-1,-1,-1
4,2,1254.79,537.63,60.86,124.76,1,-1,-1,-1
4,3,1294.90,464.00,74.19,196.00,1,-1,-1,-1
4,4,260.80,452.00,100.40,252.00,1,-1,-1,-1
4,5,0.48,268.03,147.03,612.96,1,-1,-1,-1
5,1,1663.09,387.18,192.28,361.75,1,-1,-1,-1
5,2,1284.05,555.15,82.52,167.31,1,-1,-1,-1
5,3,1298.08,460.00,74.83,202.00,1,-1,-1,-1
5,4,265.80,459.00,98.40,247.00,1,-1,-1,-1
5,5,-3.91,232.05,159.80,693.92,1,-1,-1,-1
6,1,1662.54,382.27,192.41,367.64,1,-1,-1,-1
6,3,1300.46,461.00,74.07,198.00,1,-1,-1,-1
6,4,268.90,454.00,98.20,251.00,1,-1,-1,-1
6,5,-1.17,243.05,157.32,660.93,1,-1,-1,-1
6,7,1266.14,541.00,53.72,125.00,1,-1,-1,-1
7,1,1659.90,379.32,193.76,372.55,1,-1,-1,-1
7,3,1303.12,462.00,75.76,199.00,1,-1,-1,-1
7,4,270.90,453.00,96.20,256.00,1,-1,-1,-1
7,5,3.84,251.04,162.29,639.94,1,-1,-1,-1
7,7,1272.05,541.00,50.89,119.00,1,-1,-1,-1
8,1,1662.45,381.29,189.64,366.66,1,-1,-1,-1
8,3,1304.18,460.00,76.64,201.00,1,-1,-1,-1
8,4,272.70,452.00,96.60,253.00,1,-1,-1,-1
8,5,4.48,248.04,165.02,645.94,1,-1,-1,-1
8,7,1269.86,539.00,52.28,123.00,1,-1,-1,-1
9,1,1659.78,381.29,187.12,353.89,1,-1,-1,-1
9,3,1306.24,458.00,77.52,203.00,1,-1,-1,-1
9,4,271.50,451.00,97.00,255.00,1,-1,-1,-1
9,5,-4.80,205.07,172.59,770.88,1,-1,-1,-1
9,7,1272.36,539.00,53.28,123.00,1,-1,-1,-1
10,1,1672.62,388.16,182.06,362.73,1,-1,-1,-1
10,3,1308.37,459.00,76.26,199.00,1,-1,-1,-1
10,4,274.24,447.00,100.50,260.00,1,-1,-1,-1
10,5,7.17,243.05,170.64,646.94,1,-1,-1,-1
10,7,1277.44,536.00,54.11,129.00,1,-1,-1,-1
11,1,1671.99,386.20,180.39,354.87,1,-1,-1,-1
11,3,1309.43,456.00,77.14,201.00,1,-1,-1,-1
11,4,277.34,449.00,96.30,254.00,1,-1,-1,-1
11,5,7.04,232.05,176.90,673.93,1,-1,-1,-1
11,7,1279.38,538.00,54.22,125.00,1,-1,-1,-1
12,1,1670.40,384.23,183.56,362.73,1,-1,-1,-1
12,3,1312.74,456.00,78.52,203.00,1,-1,-1,-1
12,4,279.24,447.00,98.50,260.00,1,-1,-1,-1
12,5,-1.91,215.06,177.80,751.89,1,-1,-1,-1
12,7,1279.44,537.00,56.11,129.00,1,-1,-1,-1
12,9,1857.21,359.12,62.58,292.75,1,-1,-1,-1
13,1,1667.48,382.27,184.50,371.57,1,-1,-1,-1
13,3,1314.20,459.00,78.59,206.00,1,-1,-1,-1
13,4,283.84,448.00,99.30,259.00,1,-1,-1,-1
13,5,8.51,215.06,183.95,690.92,1,-1,-1,-1
13,7,1281.94,537.00,55.11,129.00,1,-1,-1,-1
13,9,1855.45,353.18,65.12,311.55,1,-1,-1,-1
14,1,1661.76,387.18,191.01,360.77,1,-1,-1,-1
14,3,1314.80,459.00,79.40,205.00,1,-1,-1,-1
14,4,287.59,450.00,98.80,259.00,1,-1,-1,-1
14,5,9.22,213.06,188.52,703.91,1,-1,-1,-1
14,7,1282.77,538.00,53.44,126.00,1,-1,-1,-1
14,9,1851.06,337.35,70.92,351.13,1,-1,-1,-1
15,1,1652.97,372.45,198.78,385.31,1,-1,-1,-1
15,3,1315.64,459.00,78.71,204.00,1,-1,-1,-1
15,4,288.29,453.00,97.40,257.00,1,-1,-1,-1
15,5,8.74,216.06,189.48,711.91,1,-1,-1,-1
15,7,1282.94,537.00,53.11,129.00,1,-1,-1,-1
15,9,1853.29,338.34,69.43,351.13,1,-1,-1,-1
15,10,1800.99,434.00,64.02,192.01,1,-1,-1,-1
16,1,1652.02,375.40,188.89,378.44,1,-1,-1,-1
16,3,1316.11,458.00,78.78,207.00,1,-1,-1,-1
16,4,289.14,449.00,100.70,256.00,1,-1,-1,-1
16,5,8.21,208.07,191.55,724.90,1,-1,-1,-1
16,7,1283.66,536.00,53.66,127.00,1,-1,-1,-1
16,9,1853.45,338.34,69.10,348.16,1,-1,-1,-1
16,10,1803.00,438.00,66.99,189.01,1,-1,-1,-1
17,1,1655.18,368.52,193.38,389.24,1,-1,-1,-1
17,3,1319.54,458.00,78.90,205.00,1,-1,-1,-1
17,4,291.54,451.00,99.90,252.00,1,-1,-1,-1
17,5,8.03,208.07,192.90,731.90,1,-1,-1,-1
17,7,1284.08,535.00,53.83,130.00,1,-1,-1,-1
17,9,1851.16,333.39,71.72,363.01,1,-1,-1,-1
17,10,1802.15,437.00,66.70,193.01,1,-1,-1,-1
18,1,1642.41,364.59,193.38,389.24,1,-1,-1,-1
18,3,1320.83,459.00,78.33,202.00,1,-1,-1,-1
18,4,300.88,451.00,100.20,256.00,1,-1,-1,-1
18,5,11.62,225.06,195.73,713.91,1,-1,-1,-1
18,7,1288.58,535.00,54.83,130.00,1,-1,-1,-1
18,9,1844.43,319.54,79.24,404.57,1,-1,-1,-1
18,10,1804.16,439.00,65.67,190.01,1,-1,-1,-1
19,1,1641.39,373.43,194.43,380.40,1,-1,-1,-1
19,3,1323.33,459.00,77.33,202.00,1,-1,-1,-1
19,4,302.78,452.00,100.40,257.00,1,-1,-1,-1
19,5,12.08,221.06,199.80,726.90,1,-1,-1,-1
19,7,1287.58,535.00,54.83,130.00,1,-1,-1,-1
19,9,1849.15,314.59,76.72,413.47,1,-1,-1,-1
19,10,1808.09,436.00,64.81,188.01,1,-1,-1,-1
20,1,1634.81,368.52,200.73,394.15,1,-1,-1,-1
20,3,1325.27,459.00,76.45,200.00,1,-1,-1,-1
20,4,304.28,456.00,103.40,257.00,1,-1,-1,-1
20,5,15.60,232.05,202.75,709.91,1,-1,-1,-1
20,7,1291.21,535.00,56.55,131.00,1,-1,-1,-1
20,9,1846.61,308.65,81.80,459.98,1,-1,-1,-1
20,10,1809.85,439.00,65.28,185.01,1,-1,-1,-1
21,1,1651.45,370.49,191.01,395.13,1,-1,-1,-1
21,3,1328.29,462.00,76.40,205.00,1,-1,-1,-1
21,4,306.83,459.00,101.30,249.00,1,-1,-1,-1
21,5,21.48,231.05,215.98,715.91,1,-1,-1,-1
21,7,1292.93,537.00,57.11,129.00,1,-1,-1,-1
21,9,1843.43,302.71,83.21,450.09,1,-1,-1,-1
21,10,1810.19,440.99,65.61,184.01,1,-1,-1,-1
22,1,1630.10,374.42,195.42,391.21,1,-1,-1,-1
22,3,1328.70,461.00,77.59,206.00,1,-1,-1,-1
22,4,306.48,458.00,101.00,250.00,1,-1,-1,-1
22,5,24.77,240.05,220.39,706.91,1,-1,-1,-1
22,7,1294.57,538.00,56.83,130.00,1,-1,-1,-1
22,9,1842.80,310.63,83.49,448.11,1,-1,-1,-1
22,10,1807.50,439.00,71.99,189.01,1,-1,-1,-1
23,1,1627.88,380.31,196.92,391.21,1,-1,-1,-1
